"start","tracker_item_id","change_date","field_name","old_value","new_value"
"===",5498,"2015-01-19 04:30:47.755854+00","_created_","","Jan 2015 Ballot Comment #435"
"===",5498,"2015-01-19 04:48:59.482149+00","status","Submitted","Triaged"
"===",5498,"2015-02-25 05:02:33.62386+00","Waiting For","Assignee(s)","None"
"===",5498,"2015-02-25 05:02:33.62386+00","status","Triaged","Ready for Vote"
"===",5498,"2015-03-14 02:36:01.95053+00","status","Ready for Vote","Approved"
"===",5498,"2015-03-15 11:11:15.441073+00","status","Approved","Applied"
"===",5498,"2015-03-15 11:11:15.441073+00","close_date","None","2015-03-15 22:11:15"
"===",5498,"2015-03-15 11:11:15.441073+00","status_id","1","0"
"===",5498,"2015-03-20 15:24:11.149084+00","ballotresolution","None","Persuasive"
"===",5499,"2015-01-19 04:30:50.43226+00","_created_","","Jan 2015 Ballot Comment #436"
"===",5499,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5499,"2015-03-15 16:07:40.249025+00","status","Triaged","Ready for Vote"
"===",5499,"2015-03-15 16:07:40.249025+00","Waiting For","Assignee(s)","None"
"===",5499,"2015-03-21 23:37:50.439759+00","close_date","None","2015-03-21 19:37:50"
"===",5499,"2015-03-21 23:37:50.439759+00","status","Ready for Vote","Rejected"
"===",5499,"2015-03-21 23:37:50.439759+00","status_id","1","0"
"===",5499,"2015-03-21 23:37:50.439759+00","ballotresolution","None","Not Persuasive"
"===",5500,"2015-01-19 04:30:52.999826+00","_created_","","Jan 2015 Ballot Comment #437"
"===",5500,"2015-01-19 04:48:59.482149+00","status","Submitted","Triaged"
"===",5500,"2015-02-25 05:03:44.918605+00","Waiting For","Assignee(s)","None"
"===",5500,"2015-02-25 05:03:44.918605+00","status","Triaged","Ready for Vote"
"===",5500,"2015-03-15 16:06:16.496293+00","preapplied","None","Yes"
"===",5500,"2015-03-21 23:36:30.473988+00","ballotresolution","None","Persuasive with Mod"
"===",5500,"2015-03-21 23:36:30.473988+00","close_date","None","2015-03-21 19:36:30"
"===",5500,"2015-03-21 23:36:30.473988+00","status_id","1","0"
"===",5500,"2015-03-21 23:36:30.473988+00","status","Ready for Vote","Applied"
"===",5501,"2015-01-19 04:30:58.611038+00","_created_","","Jan 2015 Ballot Comment #438"
"===",5501,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5501,"2015-02-25 04:58:25.541226+00","Waiting For","Assignee(s)","None"
"===",5501,"2015-02-25 04:58:25.541226+00","status","Triaged","Ready for Vote"
"===",5501,"2015-03-14 02:35:17.00446+00","status","Ready for Vote","Approved"
"===",5501,"2015-03-15 11:13:25.307615+00","close_date","None","2015-03-15 22:13:25"
"===",5501,"2015-03-15 11:13:25.307615+00","status","Approved","Applied"
"===",5501,"2015-03-15 11:13:25.307615+00","status_id","1","0"
"===",5501,"2015-03-20 15:23:48.340291+00","ballotresolution","None","Persuasive"
"===",5502,"2015-01-19 04:31:01.262757+00","_created_","","Jan 2015 Ballot Comment #439"
"===",5502,"2015-01-19 04:47:49.887377+00","status","Submitted","Approved"
"===",5502,"2015-03-11 09:32:55.58585+00","status","Approved","Applied"
"===",5502,"2015-03-11 09:32:55.58585+00","Waiting For","Assignee(s)","None"
"===",5502,"2015-03-11 09:32:55.58585+00","close_date","None","2015-03-11 20:32:55"
"===",5502,"2015-03-11 09:32:55.58585+00","status_id","1","0"
"===",5502,"2015-03-20 15:23:20.007385+00","ballotresolution","None","Persuasive"
"===",5503,"2015-01-19 04:31:03.917844+00","_created_","","Jan 2015 Ballot Comment #440"
"===",5503,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5503,"2015-01-21 20:09:24.092021+00","Waiting For","Assignee(s)","None"
"===",5503,"2015-01-21 20:09:24.092021+00","status","Triaged","Waiting for Input"
"===",5503,"2015-01-21 20:09:24.092021+00","assignee","Nobody ","Removed"
"===",5503,"2015-01-21 20:09:24.092021+00","assignee","None","Paul Knapp!"
"===",5503,"2015-01-21 20:09:24.092021+00","assignee","None","Paul Knapp"
"===",5503,"2015-02-04 08:44:52.276689+00","preapplied","None","Yes"
"===",5504,"2015-01-19 04:31:06.593478+00","_created_","","Jan 2015 Ballot Comment #441"
"===",5504,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5504,"2015-01-21 20:07:07.154258+00","status","Triaged","Waiting for Input"
"===",5504,"2015-01-21 20:07:07.154258+00","assignee","Nobody ","Removed"
"===",5504,"2015-01-21 20:07:07.154258+00","assignee","None","Paul Knapp!"
"===",5504,"2015-01-21 20:07:07.154258+00","Waiting For","Assignee(s)","None"
"===",5504,"2015-01-21 20:07:07.154258+00","assignee","None","Paul Knapp"
"===",5504,"2015-02-04 08:15:54.123454+00","preapplied","None","Yes"
"===",5505,"2015-01-19 04:31:09.413582+00","_created_","","Jan 2015 Ballot Comment #442"
"===",5505,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5505,"2015-01-21 20:04:41.11005+00","assignee","None","Paul Knapp!"
"===",5505,"2015-01-21 20:04:41.11005+00","status","Triaged","Waiting for Input"
"===",5505,"2015-01-21 20:04:41.11005+00","assignee","Nobody ","Removed"
"===",5505,"2015-01-21 20:04:41.11005+00","assignee","None","Paul Knapp"
"===",5505,"2015-01-21 20:04:41.11005+00","Waiting For","Assignee(s)","None"
"===",5505,"2015-02-04 08:42:29.327357+00","preapplied","None","Yes"
"===",5506,"2015-01-19 04:31:15.121793+00","_created_","","Jan 2015 Ballot Comment #443"
"===",5506,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5506,"2015-01-21 20:03:15.462938+00","status","Triaged","Waiting for Input"
"===",5506,"2015-01-21 20:03:15.462938+00","assignee","Nobody ","Removed"
"===",5506,"2015-01-21 20:03:15.462938+00","assignee","None","Paul Knapp"
"===",5506,"2015-01-21 20:03:15.462938+00","Waiting For","Assignee(s)","None"
"===",5506,"2015-01-21 20:03:15.462938+00","assignee","None","Paul Knapp!"
"===",5506,"2015-02-04 08:28:56.484032+00","preapplied","None","Yes"
"===",5507,"2015-01-19 04:31:17.843846+00","_created_","","Jan 2015 Ballot Comment #444"
"===",5507,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5507,"2015-01-21 19:59:46.257489+00","assignee","Nobody ","Removed"
"===",5507,"2015-01-21 19:59:46.257489+00","assignee","None","Paul Knapp!"
"===",5507,"2015-01-21 19:59:46.257489+00","assignee","None","Paul Knapp"
"===",5507,"2015-01-21 19:59:46.257489+00","Waiting For","Assignee(s)","None"
"===",5507,"2015-01-21 19:59:46.257489+00","status","Triaged","Waiting for Input"
"===",5508,"2015-01-19 04:31:20.582671+00","_created_","","Jan 2015 Ballot Comment #445"
"===",5508,"2015-01-19 04:57:36.204799+00","status","Submitted","Triaged"
"===",5508,"2015-01-20 15:49:26.893422+00","close_date","None","2015-01-20 08:49:26"
"===",5508,"2015-01-20 15:49:26.893422+00","status","Triaged","Applied"
"===",5508,"2015-01-20 15:49:26.893422+00","Waiting For","Assignee(s)","None"
"===",5508,"2015-01-20 15:49:26.893422+00","targetrelease","2.0.6","DSTURelease2"
"===",5508,"2015-01-20 15:49:26.893422+00","status_id","1","0"
"===",5508,"2015-03-20 15:21:54.457174+00","ballotresolution","None","Persuasive with Mod"
"===",5509,"2015-01-19 04:31:23.251535+00","_created_","","Jan 2015 Ballot Comment #446"
"===",5509,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5509,"2015-02-27 22:59:39.91213+00","Waiting For","Assignee(s)","None"
"===",5509,"2015-03-19 20:54:14.141006+00","status","Triaged","Approved"
"===",5509,"2015-03-20 21:02:38.852021+00","ballotresolution","None","Considered - No action required"
"===",5510,"2015-01-19 04:31:25.995031+00","_created_","","Jan 2015 Ballot Comment #447"
"===",5510,"2015-01-19 04:50:36.537563+00","status","Submitted","Triaged"
"===",5510,"2015-01-30 06:53:31.214244+00","Waiting For","Assignee(s)","None"
"===",5510,"2015-01-30 06:53:31.214244+00","resources48","None","ReferralRequest,DiagnosticOrder,ProcedureRequest"
"===",5510,"2015-02-25 06:31:23.10433+00","status","Triaged","Ready for Vote"
"===",5510,"2015-03-08 21:58:04.764888+00","ballotresolution","None","Persuasive"
"===",5510,"2015-03-08 21:58:04.764888+00","status","Ready for Vote","Approved"
"===",5510,"2015-03-21 19:20:03.979573+00","assignee","None","Lloyd McKenzie"
"===",5510,"2015-03-21 19:20:03.979573+00","assignee","Nobody ","Removed"
"===",5511,"2015-01-19 07:20:15.602224+00","_created_","","scheamtron for condition is invalid "
"===",5511,"2015-01-30 07:02:56.609675+00","category70","Correction","Typo"
"===",5511,"2015-01-30 07:02:56.609675+00","reviewingworkgroups","None","Patient Care"
"===",5511,"2015-01-30 07:02:56.609675+00","status","Submitted","Approved"
"===",5511,"2015-01-30 07:02:56.609675+00","Waiting For","Assignee(s)","None"
"===",5511,"2015-03-20 11:38:46.989557+00","close_date","None","2015-03-20 22:38:47"
"===",5511,"2015-03-20 11:38:46.989557+00","status","Approved","Rejected"
"===",5511,"2015-03-20 11:38:46.989557+00","status_id","1","0"
"===",5512,"2015-01-19 16:28:41.504871+00","_created_","","Clarify whether http vs https and port number are significant factors in determining resource identity"
"===",5512,"2015-01-30 04:43:20.421984+00","status","Submitted","Triaged"
"===",5512,"2015-01-30 04:43:20.421984+00","Waiting For","Assignee(s)","None"
"===",5512,"2015-01-30 04:43:20.421984+00","htmlpage93","None","http"
"===",5512,"2015-01-30 04:43:20.421984+00","reviewingworkgroups","None","FHIR Core Team"
"===",5512,"2015-03-01 19:32:49.370366+00","forwgmreviewby","None","ITS"
"===",5512,"2015-03-01 19:32:49.370366+00","reviewingworkgroups","FHIR Core Team","ITS,FHIR Core Team"
"===",5512,"2015-03-17 19:06:08.444812+00","status","Triaged","Approved"
"===",5513,"2015-01-19 17:22:39.86067+00","_created_","","Ambiguous operation $validate"
"===",5513,"2015-01-22 20:34:48.96359+00","url","<a href=""http://hl7.org/implement/standards/FHIR-Develop/valueset-operations.html"">http://hl7.org/implement/standards/FHIR-Develop/valueset-operations.html</a>","<a href="
"===",5513,"2015-01-22 20:34:48.96359+00","Waiting For","Assignee(s)","None"
"===",5513,"2015-01-23 17:27:42.292406+00","status","Submitted","Triaged"
"===",5513,"2015-01-23 17:27:42.292406+00","reviewingworkgroups","None","FHIR Core Team,FHIR Tooling/Pubs"
"===",5513,"2015-03-01 19:31:41.732514+00","forwgmreviewby","None","FHIR Core"
"===",5513,"2015-03-16 03:49:22.127634+00","status","Triaged","Ready for Vote"
"===",5513,"2015-03-16 03:49:22.127634+00","preapplied","None","Yes"
"===",5513,"2015-03-21 22:13:34.373969+00","status_id","1","0"
"===",5513,"2015-03-21 22:13:34.373969+00","ballotresolution","None","Persuasive"
"===",5513,"2015-03-21 22:13:34.373969+00","close_date","None","2015-03-21 18:13:34"
"===",5513,"2015-03-21 22:13:34.373969+00","status","Ready for Vote","Applied"
"===",5514,"2015-01-19 19:56:14.523668+00","_created_","","Update description around MedicationPrescription.medication"
"===",5514,"2015-01-19 19:57:56.449557+00","category70","Enhancement","Clarification"
"===",5514,"2015-01-19 19:57:56.449557+00","Waiting For","Assignee(s)","None"
"===",5514,"2015-01-19 19:57:56.449557+00","resources71","None","MedicationPrescription"
"===",5514,"2015-01-19 19:57:56.449557+00","reviewingworkgroups","None","Pharmacy"
"===",5514,"2015-01-20 15:32:48.239167+00","status","Submitted","Applied"
"===",5514,"2015-01-20 15:32:48.239167+00","status_id","1","0"
"===",5514,"2015-01-20 15:32:48.239167+00","targetrelease","2.0.6","DSTURelease2"
"===",5514,"2015-01-20 15:32:48.239167+00","close_date","None","2015-01-20 08:32:48"
"===",5515,"2015-01-19 20:04:53.828691+00","_created_","","Fix the MedicationAdministration attributes"
"===",5515,"2015-01-19 23:01:21.141606+00","status","Submitted","Applied"
"===",5515,"2015-01-19 23:01:21.141606+00","Waiting For","Assignee(s)","None"
"===",5515,"2015-01-19 23:01:21.141606+00","close_date","None","2015-01-19 16:01:21"
"===",5515,"2015-01-19 23:01:21.141606+00","status_id","1","0"
"===",5515,"2015-01-19 23:01:21.141606+00","targetrelease","2.0.6","DSTURelease2"
"===",5515,"2015-01-30 04:50:39.791103+00","resources71","None","MedicationAdministration"
"===",5516,"2015-01-19 20:17:08.63456+00","_created_","","Clarify the relationship of Quantity and Rate in the Pharmacy resources."
"===",5516,"2015-01-19 23:02:57.359555+00","close_date","None","2015-01-19 16:02:57"
"===",5516,"2015-01-19 23:02:57.359555+00","status","Submitted","Rejected"
"===",5516,"2015-01-19 23:02:57.359555+00","Waiting For","Assignee(s)","None"
"===",5516,"2015-01-19 23:02:57.359555+00","status_id","1","0"
"===",5516,"2015-01-30 06:50:38.761128+00","resources48","None","MedicationStatement,MedicationDispense,MedicationAdministration,MedicationPrescription"
"===",5517,"2015-01-19 20:17:10.657711+00","_created_","","Clarify the relationship of Quantity and Rate in the Pharmacy resources."
"===",5517,"2015-01-20 17:28:22.797448+00","Waiting For","Assignee(s)","None"
"===",5517,"2015-01-20 17:28:22.797448+00","close_date","None","2015-01-20 10:28:22"
"===",5517,"2015-01-20 17:28:22.797448+00","targetrelease","2.0.6","DSTURelease2"
"===",5517,"2015-01-20 17:28:22.797448+00","status_id","1","0"
"===",5517,"2015-01-20 17:28:22.797448+00","status","Submitted","Applied"
"===",5517,"2015-01-30 06:53:58.525511+00","resources48","None","MedicationStatement,MedicationDispense,MedicationAdministration,MedicationPrescription"
"===",5518,"2015-01-19 20:18:03.924761+00","_created_","","Update example f201 to use dose, timing, and medication (remove the todos)"
"===",5518,"2015-01-30 07:00:34.885335+00","resources48","None","MedicationPrescription"
"===",5518,"2015-01-30 07:00:34.885335+00","Waiting For","Assignee(s)","None"
"===",5518,"2015-01-30 07:09:59.769958+00","status","Submitted","Triaged"
"===",5519,"2015-01-19 20:19:38.514993+00","_created_","","Align Immunization and MedicationAdminstration resources"
"===",5519,"2015-01-30 04:42:27.381551+00","Waiting For","Assignee(s)","None"
"===",5519,"2015-01-30 04:42:27.381551+00","status","Submitted","Triaged"
"===",5519,"2015-01-30 04:48:21.12479+00","resources71","None","Immunization,MedicationAdministration"
"===",5520,"2015-01-19 20:21:58.505084+00","_created_","","Clarify the relationship of Medication.package and Medication.product"
"===",5520,"2015-01-30 04:42:11.368633+00","status","Submitted","Triaged"
"===",5520,"2015-01-30 04:42:11.368633+00","Waiting For","Assignee(s)","None"
"===",5520,"2015-01-30 04:48:44.543062+00","resources71","None","Medication"
"===",5521,"2015-01-19 20:23:27.343647+00","_created_","","Clarify the scope of MedicationAdministration as it is currently unclear."
"===",5521,"2015-01-20 15:25:16.840311+00","status","Submitted","Applied"
"===",5521,"2015-01-20 15:25:16.840311+00","close_date","None","2015-01-20 08:25:16"
"===",5521,"2015-01-20 15:25:16.840311+00","status_id","1","0"
"===",5521,"2015-01-20 15:25:16.840311+00","targetrelease","2.0.6","DSTURelease2"
"===",5521,"2015-01-20 15:25:16.840311+00","Waiting For","Assignee(s)","None"
"===",5521,"2015-01-30 05:44:12.374409+00","resources71","None","MedicationAdministration"
"===",5522,"2015-01-19 20:24:15.653822+00","_created_","","What is the purpose of allowing multiple dosage instructions?"
"===",5522,"2015-01-20 17:40:24.20595+00","close_date","None","2015-01-20 10:40:24"
"===",5522,"2015-01-20 17:40:24.20595+00","status_id","1","0"
"===",5522,"2015-01-20 17:40:24.20595+00","targetrelease","2.0.6","DSTURelease2"
"===",5522,"2015-01-20 17:40:24.20595+00","Waiting For","Assignee(s)","None"
"===",5522,"2015-01-20 17:40:24.20595+00","status","Submitted","Applied"
"===",5522,"2015-01-30 04:50:11.78934+00","resources71","None","MedicationDispense,MedicationAdministration,MedicationPrescription"
"===",5523,"2015-01-20 17:10:13.3367+00","url","<a href=""http://hl7.org/implement/standards/FHIR-Develop//medicationstatement.html"">http://hl7.org/implement/standards/FHIR-Develop//medicationstatement.html</a>","<a href="
"===",5523,"2015-01-20 17:10:13.3367+00","status_id","1","0"
"===",5523,"2015-01-20 17:10:13.3367+00","close_date","None","2015-01-20 10:10:13"
"===",5523,"2015-01-20 17:10:13.3367+00","Waiting For","Assignee(s)","None"
"===",5523,"2015-01-20 17:10:13.3367+00","targetrelease","2.0.6","DSTURelease2"
"===",5523,"2015-01-20 17:10:13.3367+00","status","Submitted","Applied"
"===",5523,"2015-01-20 17:23:55.687396+00","_created_","","Add MedicationStatement.status"
"===",5524,"2015-01-20 17:07:55.481571+00","_created_","","Consent shouldn't be a sub-type of Contract"
"===",5524,"2015-01-20 20:29:41.805403+00","status_id","1","0"
"===",5524,"2015-01-20 20:29:41.805403+00","status","Triaged","Rejected"
"===",5524,"2015-01-20 20:29:41.805403+00","url","<a href=""http://hl7.org/implement/standards/FHIR-Develop//consentdirective-consentdirective.html"">http://hl7.org/implement/standards/FHIR-Develop//consentdirective-consentdirective.html</a>","<a href="
"===",5524,"2015-01-20 20:29:41.805403+00","close_date","None","2015-01-20 14:29:41"
"===",5524,"2015-01-20 20:29:41.805403+00","Waiting For","Assignee(s)","None"
"===",5524,"2015-01-21 04:21:58.654248+00","status","Rejected","Triaged"
"===",5524,"2015-01-21 04:21:58.654248+00","close_date","2015-Jan-20 13:29:41",""
"===",5524,"2015-01-21 04:21:58.654248+00","reviewingworkgroups","Security","Modeling &amp; Methodology"
"===",5524,"2015-01-21 04:21:58.654248+00","status_id","0","1"
"===",5525,"2015-01-20 17:14:15.89139+00","_created_","","Consent Directive does not appear to be aligned with the 80%"
"===",5525,"2015-01-21 04:18:34.240016+00","status","Submitted","Triaged"
"===",5525,"2015-01-21 04:18:34.240016+00","url","<a href=""http://hl7.org/implement/standards/FHIR-Develop//consentdirective-consentdirective.html"">http://hl7.org/implement/standards/FHIR-Develop//consentdirective-consentdirective.html</a>","<a href="
"===",5525,"2015-01-21 04:18:34.240016+00","resources71","Condition","Contract"
"===",5525,"2015-01-21 04:18:34.240016+00","Waiting For","Assignee(s)","None"
"===",5525,"2015-02-09 18:04:31.266956+00","status","Triaged","Waiting for Input"
"===",5525,"2015-02-09 18:04:31.266956+00","ballotresolution","None","Pending Input from Submitter"
"===",5525,"2015-02-09 18:05:40.027728+00","status","Waiting for Input","Triaged"
"===",5525,"2015-02-09 21:42:26.278493+00","assignee","None","Lloyd McKenzie"
"===",5525,"2015-02-09 21:42:26.278493+00","status","Triaged","Waiting for Input"
"===",5525,"2015-02-09 21:42:26.278493+00","assignee","Nobody ","Removed"
